time (s),/Bin<1> (V),Expression ,Value,Value,time (s),/Bin<0> (V),/Ain<0> (V),,
8.05E-09,9.18E-01, , , ,1.62E-08,1.8,0,,
2.15E-09,8.87E-01, , , ,1.62E-08,1.8,0,,
4.41E-11,7.94E-01, , , ,1.62E-08,1.8,0,,
4.04E-09,7.91E-01, , , ,1.62E-08,1.8,0,,
6.16E-09,7.86E-01, , , ,1.62E-08,1.8,0,,
2.62E-08,7.85E-01, , , ,1.62E-08,1.8,0,,
2.22E-08,7.85E-01, , , ,1.62E-08,1.8,0,,
1.82E-08,7.85E-01, , , ,1.63E-08,1.8,0,,
1.42E-08,7.85E-01, , , ,1.63E-08,1.8,0,,
1.02E-08,7.85E-01, , , ,1.63E-08,1.8,0,,
2.16E-09,7.70E-01, , , ,1.63E-08,1.8,0,,
2.80E-08,6.78E-01, , , ,1.63E-08,1.8,0,,
2.40E-08,6.78E-01, , , ,1.63E-08,1.8,0,,
2.00E-08,6.78E-01, , , ,1.63E-08,1.8,0,,
1.60E-08,6.78E-01, , , ,1.63E-08,1.8,0,,
1.20E-08,6.78E-01, , , ,1.63E-08,1.8,0,,
8.04E-09,6.76E-01, , , ,1.63E-08,1.8,0,,
3.73E-11,6.72E-01, , , ,1.64E-08,1.8,0,,
2.17E-09,6.14E-01, , , ,1.64E-08,1.8,0,,
6.17E-09,5.71E-01, , , ,1.64E-08,1.8,0,,
2.62E-08,5.70E-01, , , ,1.64E-08,1.8,0,,
2.22E-08,5.70E-01, , , ,1.64E-08,1.8,0,,
1.82E-08,5.70E-01, , , ,1.64E-08,1.8,0,,
1.42E-08,5.70E-01, , , ,1.64E-08,1.8,0,,
1.02E-08,5.70E-01, , , ,1.65E-08,1.8,0,,
4.03E-09,5.58E-01, , , ,1.65E-08,1.8,0,,
2.79E-11,5.02E-01, , , ,1.65E-08,1.8,0,,
2.18E-09,4.35E-01, , , ,1.65E-08,1.8,0,,
2.31E-11,4.17E-01, , , ,1.65E-08,1.8,0,,
2.80E-08,3.57E-01, , , ,1.65E-08,1.8,0,,
2.40E-08,3.57E-01, , , ,1.65E-08,1.8,0,,
2.00E-08,3.57E-01, , , ,1.66E-08,1.8,0,,
1.60E-08,3.57E-01, , , ,1.66E-08,1.8,0,,
1.20E-08,3.57E-01, , , ,1.66E-08,1.8,0,,
8.02E-09,3.56E-01, , , ,1.66E-08,1.8,0,,
6.18E-09,3.42E-01, , , ,1.66E-08,1.8,0,,
2.62E-08,3.41E-01, , , ,1.66E-08,1.8,0,,
2.22E-08,3.41E-01, , , ,1.66E-08,1.8,0,,
1.82E-08,3.41E-01, , , ,1.67E-08,1.8,0,,
1.42E-08,3.41E-01, , , ,1.67E-08,1.8,0,,
1.02E-08,3.41E-01, , , ,1.67E-08,1.8,0,,
4.02E-09,3.07E-01, , , ,1.67E-08,1.8,0,,
2.19E-09,2.69E-01, , , ,1.67E-08,1.8,0,,
1.37E-11,2.46E-01, , , ,1.67E-08,1.8,0,,
6.19E-09,1.58E-01, , , ,1.67E-08,1.8,0,,
2.62E-08,1.58E-01, , , ,1.67E-08,1.8,0,,
2.22E-08,1.58E-01, , , ,1.68E-08,1.8,0,,
1.82E-08,1.58E-01, , , ,1.68E-08,1.8,0,,
1.42E-08,1.58E-01, , , ,1.68E-08,1.8,0,,
1.02E-08,1.58E-01, , , ,1.68E-08,1.8,0,,
2.80E-08,1.41E-01, , , ,1.68E-08,1.8,0,,
2.40E-08,1.41E-01, , , ,1.68E-08,1.8,0,,
2.00E-08,1.41E-01, , , ,1.68E-08,1.8,0,,
1.60E-08,1.41E-01, , , ,1.69E-08,1.8,0,,
1.20E-08,1.41E-01, , , ,1.69E-08,1.8,0,,
8.01E-09,1.41E-01, , , ,1.69E-08,1.8,0,,
2.19E-09,1.35E-01, , , ,1.70E-08,1.8,0,,
6.98E-12,1.26E-01, , , ,1.71E-08,1.8,0,,
4.01E-09,1.19E-01, , , ,1.71E-08,1.8,0,,
3.59E-12,6.46E-02, , , ,1.72E-08,1.8,0,,
1.42E-08,3.60E-14, , , ,1.73E-08,1.8,0,,
1.02E-08,3.60E-14, , , ,1.73E-08,1.8,0,,
6.20E-09,6.22E-15, , , ,1.74E-08,1.8,0,,
6.43E-09,0, , , ,1.75E-08,1.8,0,,
6.51E-09,0, , , ,1.76E-08,1.8,0,,
6.49E-09,0, , , ,1.77E-08,1.8,0,,
6.48E-09,0, , , ,1.79E-08,1.8,0,,
6.47E-09,0, , , ,1.80E-08,1.8,0,,
6.46E-09,0, , , ,1.80E-08,1.8,1.45E-01,,
6.45E-09,0, , , ,1.80E-08,1.8,3.64E-01,,
6.45E-09,0, , , ,1.80E-08,1.8,4.79E-01,,
6.44E-09,0, , , ,1.80E-08,1.8,5.70E-01,,
6.44E-09,0, , , ,1.80E-08,1.8,6.94E-01,,
6.54E-09,0, , , ,1.80E-08,1.8,7.89E-01,,
6.43E-09,0, , , ,1.81E-08,1.8,8.74E-01,,
6.42E-09,0, , , ,1.81E-08,1.8,9.68E-01,,
6.42E-09,0, , , ,1.81E-08,1.8,1.043,,
6.41E-09,0, , , ,1.81E-08,1.8,1.147,,
6.40E-09,0, , , ,1.81E-08,1.8,1.258,,
6.39E-09,0, , , ,1.81E-08,1.8,1.386,,
6.37E-09,0, , , ,1.81E-08,1.8,1.559,,
6.64E-09,0, , , ,1.81E-08,1.8,1.8,,
6.71E-09,0, , , ,1.81E-08,1.745,1.8,,
6.70E-09,0, , , ,1.81E-08,1.656,1.8,,
6.68E-09,0, , , ,1.81E-08,1.573,1.8,,
6.67E-09,0, , , ,1.81E-08,1.463,1.8,,
6.66E-09,0, , , ,1.81E-08,1.348,1.8,,
6.66E-09,0, , , ,1.81E-08,1.221,1.8,,
6.65E-09,0, , , ,1.81E-08,1.093,1.8,,
6.64E-09,0, , , ,1.82E-08,9.57E-01,1.8,,
6.64E-09,0, , , ,1.82E-08,7.85E-01,1.8,,
6.52E-09,0, , , ,1.82E-08,5.70E-01,1.8,,
6.63E-09,0, , , ,1.82E-08,3.41E-01,1.8,,
6.63E-09,0, , , ,1.82E-08,1.58E-01,1.8,,
6.62E-09,0, , , ,1.82E-08,0,1.8,,
6.61E-09,0, , , ,1.82E-08,0,1.8,,
6.61E-09,0, , , ,1.82E-08,0,1.8,,
6.60E-09,0, , , ,1.82E-08,0,1.8,,
6.58E-09,0, , , ,1.82E-08,0,1.8,,
6.56E-09,0, , , ,1.82E-08,0,1.8,,
6.32E-09,0, , , ,1.82E-08,0,1.8,,
2.63E-08,0, , , ,1.82E-08,0,1.8,,
2.62E-08,0, , , ,1.82E-08,0,1.8,,
2.62E-08,0, , , ,1.82E-08,0,1.8,,
2.62E-08,0, , , ,1.82E-08,0,1.8,,
2.62E-08,0, , , ,1.82E-08,0,1.8,,
2.62E-08,0, , , ,1.83E-08,0,1.8,,
2.62E-08,0, , , ,1.83E-08,0,1.8,,
2.62E-08,0, , , ,1.83E-08,0,1.8,,
2.63E-08,0, , , ,1.83E-08,0,1.8,,
2.63E-08,0, , , ,1.83E-08,0,1.8,,
2.62E-08,0, , , ,1.83E-08,0,1.8,,
2.63E-08,0, , , ,1.83E-08,0,1.8,,
2.63E-08,0, , , ,1.84E-08,0,1.8,,
2.63E-08,0, , , ,1.84E-08,0,1.8,,
2.63E-08,0, , , ,1.84E-08,0,1.8,,
2.64E-08,0, , , ,1.84E-08,0,1.8,,
2.64E-08,0, , , ,1.84E-08,0,1.8,,
2.64E-08,0, , , ,1.84E-08,0,1.8,,
2.64E-08,0, , , ,1.84E-08,0,1.8,,
2.64E-08,0, , , ,1.84E-08,0,1.8,,
6.23E-09,0, , , ,1.84E-08,0,1.8,,
6.74E-09,0, , , ,1.84E-08,0,1.8,,
6.31E-09,0, , , ,1.84E-08,0,1.8,,
6.29E-09,0, , , ,1.85E-08,0,1.8,,
6.28E-09,0, , , ,1.85E-08,0,1.8,,
6.27E-09,0, , , ,1.85E-08,0,1.8,,
6.25E-09,0, , , ,1.85E-08,0,1.8,,
6.25E-09,0, , , ,1.85E-08,0,1.8,,
6.24E-09,0, , , ,1.85E-08,0,1.8,,
6.24E-09,0, , , ,1.85E-08,0,1.8,,
6.35E-09,0, , , ,1.85E-08,0,1.8,,
6.23E-09,0, , , ,1.85E-08,0,1.8,,
6.22E-09,0, , , ,1.86E-08,0,1.8,,
6.22E-09,0, , , ,1.86E-08,0,1.8,,
6.22E-09,0, , , ,1.86E-08,0,1.8,,
6.21E-09,0, , , ,1.86E-08,0,1.8,,
2.62E-08,0, , , ,1.86E-08,0,1.8,,
2.62E-08,0, , , ,1.86E-08,0,1.8,,
2.62E-08,0, , , ,1.86E-08,0,1.8,,
2.62E-08,0, , , ,1.86E-08,0,1.8,,
1.03E-08,0, , , ,1.86E-08,0,1.8,,
1.04E-08,0, , , ,1.86E-08,0,1.8,,
1.04E-08,0, , , ,1.86E-08,0,1.8,,
1.04E-08,0, , , ,1.87E-08,0,1.8,,
1.04E-08,0, , , ,1.87E-08,0,1.8,,
1.04E-08,0, , , ,1.87E-08,0,1.8,,
1.04E-08,0, , , ,1.87E-08,0,1.8,,
1.04E-08,0, , , ,1.87E-08,0,1.8,,
1.03E-08,0, , , ,1.87E-08,0,1.8,,
1.03E-08,0, , , ,1.87E-08,0,1.8,,
1.04E-08,0, , , ,1.87E-08,0,1.8,,
1.03E-08,0, , , ,1.87E-08,0,1.8,,
1.03E-08,0, , , ,1.88E-08,0,1.8,,
1.03E-08,0, , , ,1.88E-08,0,1.8,,
1.03E-08,0, , , ,1.88E-08,0,1.8,,
1.02E-08,0, , , ,1.88E-08,0,1.8,,
1.02E-08,0, , , ,1.88E-08,0,1.8,,
1.02E-08,0, , , ,1.88E-08,0,1.8,,
1.02E-08,0, , , ,1.88E-08,0,1.8,,
1.02E-08,0, , , ,1.88E-08,0,1.8,,
2.35E-08,0, , , ,1.88E-08,0,1.8,,
2.30E-08,0, , , ,1.89E-08,0,1.8,,
2.30E-08,0, , , ,1.89E-08,0,1.8,,
2.30E-08,0, , , ,1.89E-08,0,1.8,,
2.30E-08,0, , , ,1.89E-08,0,1.8,,
2.31E-08,0, , , ,1.89E-08,0,1.8,,
2.31E-08,0, , , ,1.89E-08,0,1.8,,
2.32E-08,0, , , ,1.89E-08,0,1.8,,
2.33E-08,0, , , ,1.89E-08,0,1.8,,
2.34E-08,0, , , ,1.89E-08,0,1.8,,
1.02E-08,0, , , ,1.90E-08,0,1.8,,
2.36E-08,0, , , ,1.90E-08,0,1.8,,
2.37E-08,0, , , ,1.90E-08,0,1.8,,
2.38E-08,0, , , ,1.90E-08,0,1.8,,
2.39E-08,0, , , ,1.91E-08,0,1.8,,
2.40E-08,0, , , ,1.91E-08,0,1.8,,
1.05E-08,0, , , ,1.92E-08,0,1.8,,
1.04E-08,0, , , ,1.93E-08,0,1.8,,
1.04E-08,0, , , ,1.94E-08,0,1.8,,
1.04E-08,0, , , ,1.95E-08,0,1.8,,
6.84E-09,0, , , ,1.96E-08,0,1.8,,
6.93E-09,0, , , ,1.97E-08,0,1.8,,
6.92E-09,0, , , ,1.98E-08,0,1.8,,
6.90E-09,0, , , ,1.99E-08,0,1.8,,
6.89E-09,0, , , ,2.00E-08,0,1.8,,
6.87E-09,0, , , ,2.00E-08,1.41E-01,1.8,,
6.87E-09,0, , , ,2.00E-08,3.57E-01,1.8,,
6.86E-09,0, , , ,2.00E-08,6.78E-01,1.8,,
6.86E-09,0, , , ,2.01E-08,9.21E-01,1.8,,
6.85E-09,0, , , ,2.01E-08,1.186,1.8,,
6.95E-09,0, , , ,2.01E-08,1.417,1.8,,
6.84E-09,0, , , ,2.01E-08,1.621,1.8,,
6.83E-09,0, , , ,2.01E-08,1.8,1.8,,
6.83E-09,0, , , ,2.01E-08,1.8,1.752,,
6.82E-09,0, , , ,2.01E-08,1.8,1.672,,
6.81E-09,0, , , ,2.01E-08,1.8,1.602,,
6.80E-09,0, , , ,2.01E-08,1.8,1.513,,
6.78E-09,0, , , ,2.01E-08,1.8,1.395,,
6.76E-09,0, , , ,2.01E-08,1.8,1.295,,
2.64E-08,0, , , ,2.01E-08,1.8,1.183,,
7.55E-09,0, , , ,2.01E-08,1.8,1.054,,
1.02E-08,0, , , ,2.02E-08,1.8,9.16E-01,,
1.02E-08,0, , , ,2.02E-08,1.8,7.42E-01,,
1.02E-08,0, , , ,2.02E-08,1.8,5.35E-01,,
1.02E-08,0, , , ,2.02E-08,1.8,3.45E-01,,
1.02E-08,0, , , ,2.02E-08,1.8,1.49E-01,,
8.00E-09,0, , , ,2.02E-08,1.8,0,,
7.87E-09,0, , , ,2.02E-08,1.8,0,,
7.75E-09,0, , , ,2.02E-08,1.8,0,,
7.66E-09,0, , , ,2.02E-08,1.8,0,,
6.73E-09,0, , , ,2.02E-08,1.8,0,,
7.47E-09,0, , , ,2.02E-08,1.8,0,,
7.38E-09,0, , , ,2.02E-08,1.8,0,,
7.30E-09,0, , , ,2.02E-08,1.8,0,,
7.21E-09,0, , , ,2.02E-08,1.8,0,,
7.13E-09,0, , , ,2.02E-08,1.8,0,,
7.07E-09,0, , , ,2.02E-08,1.8,0,,
7.03E-09,0, , , ,2.03E-08,1.8,0,,
6.99E-09,0, , , ,2.03E-08,1.8,0,,
6.97E-09,0, , , ,2.03E-08,1.8,0,,
2.65E-09,0, , , ,2.03E-08,1.8,0,,
2.78E-09,0, , , ,2.03E-08,1.8,0,,
2.77E-09,0, , , ,2.03E-08,1.8,0,,
2.75E-09,0, , , ,2.03E-08,1.8,0,,
2.73E-09,0, , , ,2.03E-08,1.8,0,,
2.71E-09,0, , , ,2.03E-08,1.8,0,,
2.70E-09,0, , , ,2.03E-08,1.8,0,,
2.68E-09,0, , , ,2.04E-08,1.8,0,,
2.67E-09,0, , , ,2.04E-08,1.8,0,,
2.66E-09,0, , , ,2.04E-08,1.8,0,,
2.80E-09,0, , , ,2.04E-08,1.8,0,,
2.65E-09,0, , , ,2.04E-08,1.8,0,,
2.64E-09,0, , , ,2.04E-08,1.8,0,,
2.63E-09,0, , , ,2.04E-08,1.8,0,,
2.63E-09,0, , , ,2.05E-08,1.8,0,,
2.62E-09,0, , , ,2.05E-08,1.8,0,,
2.62E-09,0, , , ,2.05E-08,1.8,0,,
2.61E-09,0, , , ,2.05E-08,1.8,0,,
2.61E-09,0, , , ,2.05E-08,1.8,0,,
2.59E-09,0, , , ,2.05E-08,1.8,0,,
2.89E-09,0, , , ,2.05E-08,1.8,0,,
3.11E-09,0, , , ,2.06E-08,1.8,0,,
3.06E-09,0, , , ,2.06E-08,1.8,0,,
3.01E-09,0, , , ,2.06E-08,1.8,0,,
2.98E-09,0, , , ,2.06E-08,1.8,0,,
2.96E-09,0, , , ,2.06E-08,1.8,0,,
2.94E-09,0, , , ,2.06E-08,1.8,0,,
2.93E-09,0, , , ,2.06E-08,1.8,0,,
2.91E-09,0, , , ,2.07E-08,1.8,0,,
2.90E-09,0, , , ,2.07E-08,1.8,0,,
2.57E-09,0, , , ,2.07E-08,1.8,0,,
2.87E-09,0, , , ,2.07E-08,1.8,0,,
2.86E-09,0, , , ,2.07E-08,1.8,0,,
2.86E-09,0, , , ,2.07E-08,1.8,0,,
2.85E-09,0, , , ,2.07E-08,1.8,0,,
2.84E-09,0, , , ,2.07E-08,1.8,0,,
2.84E-09,0, , , ,2.08E-08,1.8,0,,
2.83E-09,0, , , ,2.08E-08,1.8,0,,
2.82E-09,0, , , ,2.08E-08,1.8,0,,
2.81E-09,0, , , ,2.08E-08,1.8,0,,
2.22E-09,0, , , ,2.08E-08,1.8,0,,
2.30E-09,0, , , ,2.08E-08,1.8,0,,
2.28E-09,0, , , ,2.08E-08,1.8,0,,
2.27E-09,0, , , ,2.09E-08,1.8,0,,
2.26E-09,0, , , ,2.09E-08,1.8,0,,
2.25E-09,0, , , ,2.09E-08,1.8,0,,
2.24E-09,0, , , ,2.10E-08,1.8,0,,
2.24E-09,0, , , ,2.11E-08,1.8,0,,
2.23E-09,0, , , ,2.11E-08,1.8,0,,
2.23E-09,0, , , ,2.12E-08,1.8,0,,
2.31E-09,0, , , ,2.13E-08,1.8,0,,
2.22E-09,0, , , ,2.13E-08,1.8,0,,
2.22E-09,0, , , ,2.14E-08,1.8,0,,
2.22E-09,0, , , ,2.15E-08,1.8,0,,
2.21E-09,0, , , ,2.16E-08,1.8,0,,
2.21E-09,0, , , ,2.17E-08,1.8,0,,
2.21E-09,0, , , ,2.19E-08,1.8,0,,
2.20E-09,0, , , ,2.20E-08,1.8,0,,
2.20E-09,0, , , ,2.20E-08,1.8,1.45E-01,,
0,0, , , ,2.20E-08,1.8,3.64E-01,,
2.44E-09,0, , , ,2.20E-08,1.8,4.79E-01,,
2.55E-09,0, , , ,2.20E-08,1.8,5.70E-01,,
2.53E-09,0, , , ,2.20E-08,1.8,6.94E-01,,
2.51E-09,0, , , ,2.20E-08,1.8,7.89E-01,,
2.50E-09,0, , , ,2.21E-08,1.8,8.74E-01,,
2.48E-09,0, , , ,2.21E-08,1.8,9.68E-01,,
2.47E-09,0, , , ,2.21E-08,1.8,1.043,,
2.46E-09,0, , , ,2.21E-08,1.8,1.147,,
2.45E-09,0, , , ,2.21E-08,1.8,1.258,,
2.44E-09,0, , , ,2.21E-08,1.8,1.386,,
3.18E-09,0, , , ,2.21E-08,1.8,1.559,,
2.43E-09,0, , , ,2.21E-08,1.8,1.8,,
2.42E-09,0, , , ,2.21E-08,1.745,1.8,,
2.42E-09,0, , , ,2.21E-08,1.656,1.8,,
2.41E-09,0, , , ,2.21E-08,1.573,1.8,,
2.40E-09,0, , , ,2.21E-08,1.463,1.8,,
2.39E-09,0, , , ,2.21E-08,1.348,1.8,,
2.37E-09,0, , , ,2.21E-08,1.221,1.8,,
2.35E-09,0, , , ,2.21E-08,1.093,1.8,,
2.33E-09,0, , , ,2.22E-08,9.57E-01,1.8,,
2.67E-08,0, , , ,2.22E-08,7.85E-01,1.8,,
2.66E-08,0, , , ,2.22E-08,5.70E-01,1.8,,
2.66E-08,0, , , ,2.22E-08,3.41E-01,1.8,,
2.66E-08,0, , , ,2.22E-08,1.58E-01,1.8,,
2.66E-08,0, , , ,2.22E-08,0,1.8,,
2.66E-08,0, , , ,2.22E-08,0,1.8,,
2.67E-08,0, , , ,2.22E-08,0,1.8,,
2.67E-08,0, , , ,2.22E-08,0,1.8,,
2.67E-08,0, , , ,2.22E-08,0,1.8,,
2.67E-08,0, , , ,2.22E-08,0,1.8,,
2.66E-08,0, , , ,2.22E-08,0,1.8,,
2.67E-08,0, , , ,2.22E-08,0,1.8,,
2.67E-08,0, , , ,2.22E-08,0,1.8,,
2.67E-08,0, , , ,2.22E-08,0,1.8,,
2.67E-08,0, , , ,2.22E-08,0,1.8,,
2.68E-08,0, , , ,2.22E-08,0,1.8,,
2.68E-08,0, , , ,2.23E-08,0,1.8,,
2.68E-08,0, , , ,2.23E-08,0,1.8,,
2.68E-08,0, , , ,2.23E-08,0,1.8,,
2.68E-08,0, , , ,2.23E-08,0,1.8,,
2.65E-08,0, , , ,2.23E-08,0,1.8,,
2.29E-08,0, , , ,2.23E-08,0,1.8,,
2.64E-08,0, , , ,2.23E-08,0,1.8,,
2.64E-08,0, , , ,2.24E-08,0,1.8,,
2.64E-08,0, , , ,2.24E-08,0,1.8,,
2.64E-08,0, , , ,2.24E-08,0,1.8,,
2.65E-08,0, , , ,2.24E-08,0,1.8,,
2.65E-08,0, , , ,2.24E-08,0,1.8,,
2.65E-08,0, , , ,2.24E-08,0,1.8,,
2.65E-08,0, , , ,2.24E-08,0,1.8,,
2.68E-08,0, , , ,2.24E-08,0,1.8,,
2.65E-08,0, , , ,2.24E-08,0,1.8,,
2.65E-08,0, , , ,2.24E-08,0,1.8,,
2.65E-08,0, , , ,2.24E-08,0,1.8,,
2.65E-08,0, , , ,2.25E-08,0,1.8,,
2.66E-08,0, , , ,2.25E-08,0,1.8,,
2.66E-08,0, , , ,2.25E-08,0,1.8,,
2.66E-08,0, , , ,2.25E-08,0,1.8,,
2.66E-08,0, , , ,2.25E-08,0,1.8,,
2.66E-08,0, , , ,2.25E-08,0,1.8,,
6.20E-09,0, , , ,2.25E-08,0,1.8,,
2.74E-08,0, , , ,2.25E-08,0,1.8,,
2.75E-08,0, , , ,2.25E-08,0,1.8,,
2.76E-08,0, , , ,2.26E-08,0,1.8,,
2.77E-08,0, , , ,2.26E-08,0,1.8,,
2.78E-08,0, , , ,2.26E-08,0,1.8,,
2.79E-08,0, , , ,2.26E-08,0,1.8,,
2.80E-08,0, , , ,2.26E-08,0,1.8,,
6.21E-09,0, , , ,2.26E-08,0,1.8,,
6.21E-09,0, , , ,2.26E-08,0,1.8,,
2.73E-08,0, , , ,2.26E-08,0,1.8,,
4.00E-09,0, , , ,2.26E-08,0,1.8,,
3.91E-09,0, , , ,2.26E-08,0,1.8,,
3.82E-09,0, , , ,2.26E-08,0,1.8,,
3.71E-09,0, , , ,2.27E-08,0,1.8,,
3.62E-09,0, , , ,2.27E-08,0,1.8,,
3.52E-09,0, , , ,2.27E-08,0,1.8,,
3.44E-09,0, , , ,2.27E-08,0,1.8,,
3.36E-09,0, , , ,2.27E-08,0,1.8,,
3.26E-09,0, , , ,2.27E-08,0,1.8,,
2.69E-08,0, , , ,2.27E-08,0,1.8,,
2.68E-08,0, , , ,2.27E-08,0,1.8,,
2.68E-08,0, , , ,2.27E-08,0,1.8,,
2.68E-08,0, , , ,2.28E-08,0,1.8,,
2.69E-08,0, , , ,2.28E-08,0,1.8,,
2.69E-08,0, , , ,2.28E-08,0,1.8,,
2.69E-08,0, , , ,2.28E-08,0,1.8,,
2.69E-08,0, , , ,2.28E-08,0,1.8,,
2.69E-08,0, , , ,2.28E-08,0,1.8,,
2.69E-08,0, , , ,2.28E-08,0,1.8,,
2.64E-08,0, , , ,2.28E-08,0,1.8,,
2.69E-08,0, , , ,2.28E-08,0,1.8,,
2.69E-08,0, , , ,2.29E-08,0,1.8,,
2.70E-08,0, , , ,2.29E-08,0,1.8,,
2.70E-08,0, , , ,2.29E-08,0,1.8,,
2.70E-08,0, , , ,2.29E-08,0,1.8,,
2.70E-08,0, , , ,2.29E-08,0,1.8,,
2.71E-08,0, , , ,2.29E-08,0,1.8,,
2.71E-08,0, , , ,2.29E-08,0,1.8,,
2.72E-08,0, , , ,2.29E-08,0,1.8,,
1.89E-08,0, , , ,2.29E-08,0,1.8,,
1.88E-08,0, , , ,2.30E-08,0,1.8,,
1.89E-08,0, , , ,2.30E-08,0,1.8,,
1.89E-08,0, , , ,2.30E-08,0,1.8,,
1.89E-08,0, , , ,2.30E-08,0,1.8,,
1.89E-08,0, , , ,2.31E-08,0,1.8,,
1.89E-08,0, , , ,2.31E-08,0,1.8,,
1.89E-08,0, , , ,2.32E-08,0,1.8,,
1.89E-08,0, , , ,2.33E-08,0,1.8,,
1.89E-08,0, , , ,2.34E-08,0,1.8,,
1.88E-08,0, , , ,2.35E-08,0,1.8,,
1.90E-08,0, , , ,2.36E-08,0,1.8,,
1.90E-08,0, , , ,2.37E-08,0,1.8,,
1.90E-08,0, , , ,2.38E-08,0,1.8,,
1.90E-08,0, , , ,2.39E-08,0,1.8,,
1.91E-08,0, , , ,2.40E-08,0,1.8,,
1.91E-08,0, , , ,2.40E-08,1.41E-01,1.8,,
1.92E-08,0, , , ,2.40E-08,3.57E-01,1.8,,
1.93E-08,0, , , ,2.40E-08,6.78E-01,1.8,,
1.94E-08,0, , , ,2.41E-08,9.21E-01,1.8,,
1.87E-08,0, , , ,2.41E-08,1.186,1.8,,
1.86E-08,0, , , ,2.41E-08,1.417,1.8,,
1.86E-08,0, , , ,2.41E-08,1.621,1.8,,
1.86E-08,0, , , ,2.41E-08,1.8,1.8,,
1.87E-08,0, , , ,2.41E-08,1.8,1.752,,
1.87E-08,0, , , ,2.41E-08,1.8,1.672,,
1.87E-08,0, , , ,2.41E-08,1.8,1.602,,
1.87E-08,0, , , ,2.41E-08,1.8,1.513,,
1.87E-08,0, , , ,2.41E-08,1.8,1.395,,
1.87E-08,0, , , ,2.41E-08,1.8,1.295,,
1.95E-08,0, , , ,2.41E-08,1.8,1.183,,
1.87E-08,0, , , ,2.41E-08,1.8,1.054,,
1.87E-08,0, , , ,2.42E-08,1.8,9.16E-01,,
1.88E-08,0, , , ,2.42E-08,1.8,7.42E-01,,
1.88E-08,0, , , ,2.42E-08,1.8,5.35E-01,,
1.88E-08,0, , , ,2.42E-08,1.8,3.45E-01,,
1.88E-08,0, , , ,2.42E-08,1.8,1.49E-01,,
1.88E-08,0, , , ,2.42E-08,1.8,0,,
1.88E-08,0, , , ,2.42E-08,1.8,0,,
1.88E-08,0, , , ,2.42E-08,1.8,0,,
1.45E-08,0, , , ,2.42E-08,1.8,0,,
1.46E-08,0, , , ,2.42E-08,1.8,0,,
1.46E-08,0, , , ,2.42E-08,1.8,0,,
1.46E-08,0, , , ,2.42E-08,1.8,0,,
1.46E-08,0, , , ,2.42E-08,1.8,0,,
1.45E-08,0, , , ,2.42E-08,1.8,0,,
1.45E-08,0, , , ,2.42E-08,1.8,0,,
1.45E-08,0, , , ,2.42E-08,1.8,0,,
1.45E-08,0, , , ,2.43E-08,1.8,0,,
1.45E-08,0, , , ,2.43E-08,1.8,0,,
1.46E-08,0, , , ,2.43E-08,1.8,0,,
1.45E-08,0, , , ,2.43E-08,1.8,0,,
1.45E-08,0, , , ,2.43E-08,1.8,0,,
1.45E-08,0, , , ,2.43E-08,1.8,0,,
1.44E-08,0, , , ,2.43E-08,1.8,0,,
1.44E-08,0, , , ,2.43E-08,1.8,0,,
1.44E-08,0, , , ,2.43E-08,1.8,0,,
1.44E-08,0, , , ,2.43E-08,1.8,0,,
1.44E-08,0, , , ,2.44E-08,1.8,0,,
1.44E-08,0, , , ,2.44E-08,1.8,0,,
1.47E-08,0, , , ,2.44E-08,1.8,0,,
1.96E-08,0, , , ,2.44E-08,1.8,0,,
1.97E-08,0, , , ,2.44E-08,1.8,0,,
1.98E-08,0, , , ,2.44E-08,1.8,0,,
1.99E-08,0, , , ,2.44E-08,1.8,0,,
2.00E-08,0, , , ,2.45E-08,1.8,0,,
1.47E-08,0, , , ,2.45E-08,1.8,0,,
1.47E-08,0, , , ,2.45E-08,1.8,0,,
1.47E-08,0, , , ,2.45E-08,1.8,0,,
1.47E-08,0, , , ,2.45E-08,1.8,0,,
1.86E-08,0, , , ,2.45E-08,1.8,0,,
1.47E-08,0, , , ,2.45E-08,1.8,0,,
1.47E-08,0, , , ,2.46E-08,1.8,0,,
1.47E-08,0, , , ,2.46E-08,1.8,0,,
1.46E-08,0, , , ,2.46E-08,1.8,0,,
1.46E-08,0, , , ,2.46E-08,1.8,0,,
1.46E-08,0, , , ,2.46E-08,1.8,0,,
1.46E-08,0, , , ,2.46E-08,1.8,0,,
1.46E-08,0, , , ,2.46E-08,1.8,0,,
1.46E-08,0, , , ,2.47E-08,1.8,0,,
1.48E-08,0, , , ,2.47E-08,1.8,0,,
1.49E-08,0, , , ,2.47E-08,1.8,0,,
1.49E-08,0, , , ,2.47E-08,1.8,0,,
1.49E-08,0, , , ,2.47E-08,1.8,0,,
1.48E-08,0, , , ,2.47E-08,1.8,0,,
1.48E-08,0, , , ,2.47E-08,1.8,0,,
1.48E-08,0, , , ,2.47E-08,1.8,0,,
1.48E-08,0, , , ,2.48E-08,1.8,0,,
1.48E-08,0, , , ,2.48E-08,1.8,0,,
1.48E-08,0, , , ,2.48E-08,1.8,0,,
1.49E-08,0, , , ,2.48E-08,1.8,0,,
1.48E-08,0, , , ,2.48E-08,1.8,0,,
1.48E-08,0, , , ,2.48E-08,1.8,0,,
1.47E-08,0, , , ,2.48E-08,1.8,0,,
