Expression ,Value,time (s),/Bin<0> (V),/Ain<0> (V),/Bin<1> (V),/Ain<1> (V),,
 , ,2.82E-08,1.8,0,0,1.8,,
 , ,2.82E-08,1.8,0,0,1.8,,
 , ,2.82E-08,1.8,0,0,1.8,,
 , ,2.82E-08,1.8,0,0,1.8,,
 , ,2.82E-08,1.8,0,0,1.8,,
 , ,2.82E-08,1.8,0,0,1.8,,
 , ,2.83E-08,1.8,0,0,1.8,,
 , ,2.83E-08,1.8,0,0,1.8,,
 , ,2.83E-08,1.8,0,0,1.8,,
 , ,2.83E-08,1.8,0,0,1.8,,
 , ,2.83E-08,1.8,0,0,1.8,,
 , ,2.83E-08,1.8,0,0,1.8,,
 , ,2.83E-08,1.8,0,0,1.8,,
 , ,2.84E-08,1.8,0,0,1.8,,
 , ,2.84E-08,1.8,0,0,1.8,,
 , ,2.84E-08,1.8,0,0,1.8,,
 , ,2.84E-08,1.8,0,0,1.8,,
 , ,2.84E-08,1.8,0,0,1.8,,
 , ,2.84E-08,1.8,0,0,1.8,,
 , ,2.84E-08,1.8,0,0,1.8,,
 , ,2.84E-08,1.8,0,0,1.8,,
 , ,2.84E-08,1.8,0,0,1.8,,
 , ,2.84E-08,1.8,0,0,1.8,,
 , ,2.84E-08,1.8,0,0,1.8,,
 , ,2.85E-08,1.8,0,0,1.8,,
 , ,2.85E-08,1.8,0,0,1.8,,
 , ,2.85E-08,1.8,0,0,1.8,,
 , ,2.85E-08,1.8,0,0,1.8,,
 , ,2.85E-08,1.8,0,0,1.8,,
 , ,2.85E-08,1.8,0,0,1.8,,
 , ,2.85E-08,1.8,0,0,1.8,,
 , ,2.85E-08,1.8,0,0,1.8,,
 , ,2.85E-08,1.8,0,0,1.8,,
 , ,2.86E-08,1.8,0,0,1.8,,
 , ,2.86E-08,1.8,0,0,1.8,,
 , ,2.86E-08,1.8,0,0,1.8,,
 , ,2.86E-08,1.8,0,0,1.8,,
 , ,2.86E-08,1.8,0,0,1.8,,
 , ,2.86E-08,1.8,0,0,1.8,,
 , ,2.86E-08,1.8,0,0,1.8,,
 , ,2.86E-08,1.8,0,0,1.8,,
 , ,2.86E-08,1.8,0,0,1.8,,
 , ,2.86E-08,1.8,0,0,1.8,,
 , ,2.86E-08,1.8,0,0,1.8,,
 , ,2.87E-08,1.8,0,0,1.8,,
 , ,2.87E-08,1.8,0,0,1.8,,
 , ,2.87E-08,1.8,0,0,1.8,,
 , ,2.87E-08,1.8,0,0,1.8,,
 , ,2.87E-08,1.8,0,0,1.8,,
 , ,2.87E-08,1.8,0,0,1.8,,
 , ,2.87E-08,1.8,0,0,1.8,,
 , ,2.87E-08,1.8,0,0,1.8,,
 , ,2.87E-08,1.8,0,0,1.8,,
 , ,2.88E-08,1.8,0,0,1.8,,
 , ,2.88E-08,1.8,0,0,1.8,,
 , ,2.88E-08,1.8,0,0,1.8,,
 , ,2.88E-08,1.8,0,0,1.8,,
 , ,2.88E-08,1.8,0,0,1.8,,
 , ,2.88E-08,1.8,0,0,1.8,,
 , ,2.88E-08,1.8,0,0,1.8,,
 , ,2.89E-08,1.8,0,0,1.8,,
 , ,2.89E-08,1.8,0,0,1.8,,
 , ,2.89E-08,1.8,0,0,1.8,,
 , ,2.89E-08,1.8,0,0,1.8,,
 , ,2.89E-08,1.8,0,0,1.8,,
 , ,2.89E-08,1.8,0,0,1.8,,
 , ,2.89E-08,1.8,0,0,1.8,,
 , ,2.89E-08,1.8,0,0,1.8,,
 , ,2.89E-08,1.8,0,0,1.8,,
 , ,2.89E-08,1.8,0,0,1.8,,
 , ,2.90E-08,1.8,0,0,1.8,,
 , ,2.90E-08,1.8,0,0,1.8,,
 , ,2.90E-08,1.8,0,0,1.8,,
 , ,2.90E-08,1.8,0,0,1.8,,
 , ,2.91E-08,1.8,0,0,1.8,,
 , ,2.91E-08,1.8,0,0,1.8,,
 , ,2.92E-08,1.8,0,0,1.8,,
 , ,2.93E-08,1.8,0,0,1.8,,
 , ,2.94E-08,1.8,0,0,1.8,,
 , ,2.95E-08,1.8,0,0,1.8,,
 , ,2.95E-08,1.8,0,0,1.8,,
 , ,2.97E-08,1.8,0,0,1.8,,
 , ,2.97E-08,1.8,0,0,1.8,,
 , ,2.99E-08,1.8,0,0,1.8,,
 , ,2.99E-08,1.8,0,0,1.8,,
 , ,3.00E-08,1.8,0,0,1.8,,
