Expression ,Value,time (s),/Bin<1> (V),/Ain<1> (V),/Ain<0> (V),/Bin<0> (V)
 , ,16.84E-9,0.000,1.800,0.000,1.800
 , ,16.87E-9,0.000,1.800,0.000,1.800
 , ,16.90E-9,0.000,1.800,0.000,1.800
 , ,16.95E-9,0.000,1.800,0.000,1.800
 , ,17.01E-9,0.000,1.800,0.000,1.800
 , ,17.07E-9,0.000,1.800,0.000,1.800
 , ,17.13E-9,0.000,1.800,0.000,1.800
 , ,17.19E-9,0.000,1.800,0.000,1.800
 , ,17.25E-9,0.000,1.800,0.000,1.800
 , ,17.31E-9,0.000,1.800,0.000,1.800
 , ,17.41E-9,0.000,1.800,0.000,1.800
 , ,17.51E-9,0.000,1.800,0.000,1.800
 , ,17.63E-9,0.000,1.800,0.000,1.800
 , ,17.75E-9,0.000,1.800,0.000,1.800
 , ,17.89E-9,0.000,1.800,0.000,1.800
 , ,18.00E-9,0.000,1.800,0.000,1.800
 , ,18.01E-9,132.8E-3,1.800,132.8E-3,1.800
 , ,18.02E-9,340.4E-3,1.800,340.4E-3,1.800
 , ,18.03E-9,480.7E-3,1.800,480.7E-3,1.800
 , ,18.03E-9,570.4E-3,1.800,570.4E-3,1.800
 , ,18.04E-9,702.4E-3,1.800,702.4E-3,1.800
 , ,18.04E-9,797.6E-3,1.800,797.6E-3,1.800
 , ,18.05E-9,876.8E-3,1.800,876.8E-3,1.800
 , ,18.05E-9,966.3E-3,1.800,966.3E-3,1.800
 , ,18.06E-9,1.042,1.800,1.042,1.800
 , ,18.06E-9,1.148,1.800,1.148,1.800
 , ,18.07E-9,1.259,1.800,1.259,1.800
 , ,18.08E-9,1.387,1.800,1.387,1.800
 , ,18.09E-9,1.560,1.800,1.560,1.800
 , ,18.09E-9,1.680,1.800,1.680,1.800
 , ,18.10E-9,1.800,1.800,1.800,1.800
 , ,18.10E-9,1.800,1.758,1.800,1.758
 , ,18.11E-9,1.800,1.697,1.800,1.697
 , ,18.11E-9,1.800,1.640,1.800,1.640
 , ,18.11E-9,1.800,1.560,1.800,1.560
 , ,18.12E-9,1.800,1.462,1.800,1.462
 , ,18.13E-9,1.800,1.347,1.800,1.347
 , ,18.13E-9,1.800,1.238,1.800,1.238
 , ,18.14E-9,1.800,1.116,1.800,1.116
 , ,18.15E-9,1.800,983.6E-3,1.800,983.6E-3
 , ,18.15E-9,1.800,814.3E-3,1.800,814.3E-3
 , ,18.17E-9,1.800,606.5E-3,1.800,606.5E-3
 , ,18.18E-9,1.800,426.6E-3,1.800,426.6E-3
 , ,18.19E-9,1.800,244.8E-3,1.800,244.8E-3
 , ,18.19E-9,1.800,122.4E-3,1.800,122.4E-3
 , ,18.20E-9,1.800,0.000,1.800,0.000
 , ,18.20E-9,1.800,0.000,1.800,0.000
 , ,18.21E-9,1.800,0.000,1.800,0.000
 , ,18.21E-9,1.800,0.000,1.800,0.000
 , ,18.21E-9,1.800,0.000,1.800,0.000
 , ,18.22E-9,1.800,0.000,1.800,0.000
 , ,18.22E-9,1.800,0.000,1.800,0.000
 , ,18.22E-9,1.800,0.000,1.800,0.000
 , ,18.23E-9,1.800,0.000,1.800,0.000
 , ,18.23E-9,1.800,0.000,1.800,0.000
 , ,18.23E-9,1.800,0.000,1.800,0.000
 , ,18.24E-9,1.800,0.000,1.800,0.000
 , ,18.24E-9,1.800,0.000,1.800,0.000
 , ,18.25E-9,1.800,0.000,1.800,0.000
 , ,18.25E-9,1.800,0.000,1.800,0.000
 , ,18.26E-9,1.800,0.000,1.800,0.000
 , ,18.27E-9,1.800,0.000,1.800,0.000
 , ,18.28E-9,1.800,0.000,1.800,0.000
 , ,18.30E-9,1.800,0.000,1.800,0.000
 , ,18.32E-9,1.800,0.000,1.800,0.000
 , ,18.34E-9,1.800,0.000,1.800,0.000
 , ,18.36E-9,1.800,0.000,1.800,0.000
 , ,18.38E-9,1.800,0.000,1.800,0.000
 , ,18.40E-9,1.800,0.000,1.800,0.000
 , ,18.41E-9,1.800,0.000,1.800,0.000
 , ,18.41E-9,1.800,0.000,1.800,0.000
 , ,18.42E-9,1.800,0.000,1.800,0.000
 , ,18.42E-9,1.800,0.000,1.800,0.000
 , ,18.43E-9,1.800,0.000,1.800,0.000
 , ,18.43E-9,1.800,0.000,1.800,0.000
 , ,18.44E-9,1.800,0.000,1.800,0.000
 , ,18.44E-9,1.800,0.000,1.800,0.000
 , ,18.45E-9,1.800,0.000,1.800,0.000
 , ,18.45E-9,1.800,0.000,1.800,0.000
 , ,18.46E-9,1.800,0.000,1.800,0.000
 , ,18.47E-9,1.800,0.000,1.800,0.000
 , ,18.48E-9,1.800,0.000,1.800,0.000
 , ,18.50E-9,1.800,0.000,1.800,0.000
 , ,18.51E-9,1.800,0.000,1.800,0.000
 , ,18.53E-9,1.800,0.000,1.800,0.000
 , ,18.55E-9,1.800,0.000,1.800,0.000
 , ,18.57E-9,1.800,0.000,1.800,0.000
 , ,18.59E-9,1.800,0.000,1.800,0.000
 , ,18.61E-9,1.800,0.000,1.800,0.000
 , ,18.61E-9,1.800,0.000,1.800,0.000
 , ,18.62E-9,1.800,0.000,1.800,0.000
 , ,18.63E-9,1.800,0.000,1.800,0.000
 , ,18.63E-9,1.800,0.000,1.800,0.000
 , ,18.63E-9,1.800,0.000,1.800,0.000
 , ,18.64E-9,1.800,0.000,1.800,0.000
 , ,18.64E-9,1.800,0.000,1.800,0.000
 , ,18.65E-9,1.800,0.000,1.800,0.000
 , ,18.66E-9,1.800,0.000,1.800,0.000
 , ,18.66E-9,1.800,0.000,1.800,0.000
 , ,18.67E-9,1.800,0.000,1.800,0.000
 , ,18.68E-9,1.800,0.000,1.800,0.000
 , ,18.70E-9,1.800,0.000,1.800,0.000
 , ,18.71E-9,1.800,0.000,1.800,0.000
 , ,18.73E-9,1.800,0.000,1.800,0.000
 , ,18.74E-9,1.800,0.000,1.800,0.000
 , ,18.76E-9,1.800,0.000,1.800,0.000
 , ,18.78E-9,1.800,0.000,1.800,0.000
 , ,18.80E-9,1.800,0.000,1.800,0.000
 , ,18.81E-9,1.800,0.000,1.800,0.000
 , ,18.82E-9,1.800,0.000,1.800,0.000
 , ,18.83E-9,1.800,0.000,1.800,0.000
 , ,18.83E-9,1.800,0.000,1.800,0.000
 , ,18.84E-9,1.800,0.000,1.800,0.000
 , ,18.85E-9,1.800,0.000,1.800,0.000
 , ,18.85E-9,1.800,0.000,1.800,0.000
 , ,18.86E-9,1.800,0.000,1.800,0.000
 , ,18.86E-9,1.800,0.000,1.800,0.000
 , ,18.87E-9,1.800,0.000,1.800,0.000
 , ,18.88E-9,1.800,0.000,1.800,0.000
 , ,18.89E-9,1.800,0.000,1.800,0.000
 , ,18.90E-9,1.800,0.000,1.800,0.000
 , ,18.92E-9,1.800,0.000,1.800,0.000
 , ,18.93E-9,1.800,0.000,1.800,0.000
 , ,18.95E-9,1.800,0.000,1.800,0.000
 , ,18.97E-9,1.800,0.000,1.800,0.000
 , ,19.00E-9,1.800,0.000,1.800,0.000
 , ,19.04E-9,1.800,0.000,1.800,0.000
 , ,19.09E-9,1.800,0.000,1.800,0.000
 , ,19.16E-9,1.800,0.000,1.800,0.000
 , ,19.24E-9,1.800,0.000,1.800,0.000
 , ,19.33E-9,1.800,0.000,1.800,0.000
 , ,19.42E-9,1.800,0.000,1.800,0.000
 , ,19.50E-9,1.800,0.000,1.800,0.000
 , ,19.59E-9,1.800,0.000,1.800,0.000
 , ,19.69E-9,1.800,0.000,1.800,0.000
 , ,19.79E-9,1.800,0.000,1.800,0.000
 , ,19.90E-9,1.800,0.000,1.800,0.000
 , ,20.00E-9,1.800,0.000,1.800,0.000
 , ,20.01E-9,1.800,129.3E-3,1.800,129.3E-3
 , ,20.02E-9,1.800,333.2E-3,1.800,333.2E-3
 , ,20.03E-9,1.800,484.9E-3,1.800,484.9E-3
 , ,20.03E-9,1.800,577.9E-3,1.800,577.9E-3
 , ,20.04E-9,1.800,710.5E-3,1.800,710.5E-3
 , ,20.04E-9,1.800,806.4E-3,1.800,806.4E-3
 , ,20.05E-9,1.800,880.0E-3,1.800,880.0E-3
 , ,20.05E-9,1.800,965.2E-3,1.800,965.2E-3
 , ,20.06E-9,1.800,1.041,1.800,1.041
 , ,20.06E-9,1.800,1.150,1.800,1.150
 , ,20.07E-9,1.800,1.261,1.800,1.261
 , ,20.08E-9,1.800,1.391,1.800,1.391
 , ,20.09E-9,1.800,1.564,1.800,1.564
 , ,20.09E-9,1.800,1.682,1.800,1.682
 , ,20.10E-9,1.800,1.800,1.800,1.800
 , ,20.10E-9,1.758,1.800,1.758,1.800
 , ,20.11E-9,1.698,1.800,1.698,1.800
 , ,20.11E-9,1.641,1.800,1.641,1.800
 , ,20.11E-9,1.562,1.800,1.562,1.800
 , ,20.12E-9,1.464,1.800,1.464,1.800
 , ,20.12E-9,1.360,1.800,1.360,1.800
 , ,20.13E-9,1.258,1.800,1.258,1.800
 , ,20.14E-9,1.139,1.800,1.139,1.800
 , ,20.14E-9,1.009,1.800,1.009,1.800
 , ,20.15E-9,854.5E-3,1.800,854.5E-3,1.800
 , ,20.16E-9,673.0E-3,1.800,673.0E-3,1.800
 , ,20.17E-9,461.3E-3,1.800,461.3E-3,1.800
 , ,20.19E-9,258.0E-3,1.800,258.0E-3,1.800
 , ,20.19E-9,129.0E-3,1.800,129.0E-3,1.800
 , ,20.20E-9,0.000,1.800,0.000,1.800
 , ,20.20E-9,0.000,1.800,0.000,1.800
 , ,20.21E-9,0.000,1.800,0.000,1.800
 , ,20.21E-9,0.000,1.800,0.000,1.800
 , ,20.21E-9,0.000,1.800,0.000,1.800
 , ,20.22E-9,0.000,1.800,0.000,1.800
 , ,20.22E-9,0.000,1.800,0.000,1.800
 , ,20.23E-9,0.000,1.800,0.000,1.800
 , ,20.23E-9,0.000,1.800,0.000,1.800
 , ,20.24E-9,0.000,1.800,0.000,1.800
 , ,20.24E-9,0.000,1.800,0.000,1.800
 , ,20.25E-9,0.000,1.800,0.000,1.800
 , ,20.25E-9,0.000,1.800,0.000,1.800
 , ,20.26E-9,0.000,1.800,0.000,1.800
 , ,20.27E-9,0.000,1.800,0.000,1.800
 , ,20.28E-9,0.000,1.800,0.000,1.800
 , ,20.29E-9,0.000,1.800,0.000,1.800
 , ,20.30E-9,0.000,1.800,0.000,1.800
 , ,20.32E-9,0.000,1.800,0.000,1.800
 , ,20.32E-9,0.000,1.800,0.000,1.800
 , ,20.33E-9,0.000,1.800,0.000,1.800
 , ,20.34E-9,0.000,1.800,0.000,1.800
 , ,20.35E-9,0.000,1.800,0.000,1.800
 , ,20.37E-9,0.000,1.800,0.000,1.800
 , ,20.38E-9,0.000,1.800,0.000,1.800
 , ,20.40E-9,0.000,1.800,0.000,1.800
 , ,20.41E-9,0.000,1.800,0.000,1.800
 , ,20.43E-9,0.000,1.800,0.000,1.800
 , ,20.46E-9,0.000,1.800,0.000,1.800
 , ,20.47E-9,0.000,1.800,0.000,1.800
 , ,20.48E-9,0.000,1.800,0.000,1.800
 , ,20.50E-9,0.000,1.800,0.000,1.800
 , ,20.51E-9,0.000,1.800,0.000,1.800
 , ,20.52E-9,0.000,1.800,0.000,1.800
 , ,20.53E-9,0.000,1.800,0.000,1.800
 , ,20.54E-9,0.000,1.800,0.000,1.800
 , ,20.55E-9,0.000,1.800,0.000,1.800
 , ,20.57E-9,0.000,1.800,0.000,1.800
 , ,20.58E-9,0.000,1.800,0.000,1.800
 , ,20.59E-9,0.000,1.800,0.000,1.800
 , ,20.61E-9,0.000,1.800,0.000,1.800
 , ,20.63E-9,0.000,1.800,0.000,1.800
 , ,20.65E-9,0.000,1.800,0.000,1.800
 , ,20.67E-9,0.000,1.800,0.000,1.800
 , ,20.68E-9,0.000,1.800,0.000,1.800
 , ,20.70E-9,0.000,1.800,0.000,1.800
 , ,20.71E-9,0.000,1.800,0.000,1.800
 , ,20.72E-9,0.000,1.800,0.000,1.800
 , ,20.73E-9,0.000,1.800,0.000,1.800
 , ,20.74E-9,0.000,1.800,0.000,1.800
 , ,20.74E-9,0.000,1.800,0.000,1.800
 , ,20.75E-9,0.000,1.800,0.000,1.800
 , ,20.77E-9,0.000,1.800,0.000,1.800
 , ,20.78E-9,0.000,1.800,0.000,1.800
 , ,20.79E-9,0.000,1.800,0.000,1.800
 , ,20.81E-9,0.000,1.800,0.000,1.800
 , ,20.82E-9,0.000,1.800,0.000,1.800
 , ,20.84E-9,0.000,1.800,0.000,1.800
 , ,20.87E-9,0.000,1.800,0.000,1.800
 , ,20.90E-9,0.000,1.800,0.000,1.800
 , ,20.95E-9,0.000,1.800,0.000,1.800
 , ,21.01E-9,0.000,1.800,0.000,1.800
 , ,21.07E-9,0.000,1.800,0.000,1.800
 , ,21.13E-9,0.000,1.800,0.000,1.800
 , ,21.19E-9,0.000,1.800,0.000,1.800
 , ,21.25E-9,0.000,1.800,0.000,1.800
 , ,21.31E-9,0.000,1.800,0.000,1.800
 , ,21.41E-9,0.000,1.800,0.000,1.800
 , ,21.51E-9,0.000,1.800,0.000,1.800
 , ,21.63E-9,0.000,1.800,0.000,1.800
 , ,21.75E-9,0.000,1.800,0.000,1.800
 , ,21.89E-9,0.000,1.800,0.000,1.800
 , ,22.00E-9,0.000,1.800,0.000,1.800
 , ,22.01E-9,132.8E-3,1.800,132.8E-3,1.800
 , ,22.02E-9,340.4E-3,1.800,340.4E-3,1.800
 , ,22.03E-9,480.7E-3,1.800,480.7E-3,1.800
 , ,22.03E-9,570.4E-3,1.800,570.4E-3,1.800
 , ,22.04E-9,702.4E-3,1.800,702.4E-3,1.800
 , ,22.04E-9,797.6E-3,1.800,797.6E-3,1.800
 , ,22.05E-9,876.8E-3,1.800,876.8E-3,1.800
 , ,22.05E-9,966.3E-3,1.800,966.3E-3,1.800
 , ,22.06E-9,1.042,1.800,1.042,1.800
 , ,22.06E-9,1.148,1.800,1.148,1.800
 , ,22.07E-9,1.259,1.800,1.259,1.800
 , ,22.08E-9,1.387,1.800,1.387,1.800
 , ,22.09E-9,1.560,1.800,1.560,1.800
 , ,22.09E-9,1.680,1.800,1.680,1.800
 , ,22.10E-9,1.800,1.800,1.800,1.800
 , ,22.10E-9,1.800,1.758,1.800,1.758
 , ,22.11E-9,1.800,1.697,1.800,1.697
 , ,22.11E-9,1.800,1.640,1.800,1.640
 , ,22.11E-9,1.800,1.560,1.800,1.560
 , ,22.12E-9,1.800,1.462,1.800,1.462
 , ,22.13E-9,1.800,1.347,1.800,1.347
 , ,22.13E-9,1.800,1.238,1.800,1.238
 , ,22.14E-9,1.800,1.116,1.800,1.116
 , ,22.15E-9,1.800,983.6E-3,1.800,983.6E-3
 , ,22.15E-9,1.800,814.3E-3,1.800,814.3E-3
 , ,22.17E-9,1.800,606.5E-3,1.800,606.5E-3
 , ,22.18E-9,1.800,426.6E-3,1.800,426.6E-3
 , ,22.19E-9,1.800,244.8E-3,1.800,244.8E-3
 , ,22.19E-9,1.800,122.4E-3,1.800,122.4E-3
 , ,22.20E-9,1.800,0.000,1.800,0.000
 , ,22.20E-9,1.800,0.000,1.800,0.000
 , ,22.21E-9,1.800,0.000,1.800,0.000
 , ,22.21E-9,1.800,0.000,1.800,0.000
 , ,22.21E-9,1.800,0.000,1.800,0.000
 , ,22.22E-9,1.800,0.000,1.800,0.000
 , ,22.22E-9,1.800,0.000,1.800,0.000
 , ,22.22E-9,1.800,0.000,1.800,0.000
 , ,22.23E-9,1.800,0.000,1.800,0.000
 , ,22.23E-9,1.800,0.000,1.800,0.000
 , ,22.23E-9,1.800,0.000,1.800,0.000
 , ,22.24E-9,1.800,0.000,1.800,0.000
 , ,22.24E-9,1.800,0.000,1.800,0.000
 , ,22.25E-9,1.800,0.000,1.800,0.000
 , ,22.25E-9,1.800,0.000,1.800,0.000
 , ,22.26E-9,1.800,0.000,1.800,0.000
 , ,22.27E-9,1.800,0.000,1.800,0.000
 , ,22.28E-9,1.800,0.000,1.800,0.000
 , ,22.30E-9,1.800,0.000,1.800,0.000
 , ,22.32E-9,1.800,0.000,1.800,0.000
 , ,22.34E-9,1.800,0.000,1.800,0.000
 , ,22.36E-9,1.800,0.000,1.800,0.000
 , ,22.38E-9,1.800,0.000,1.800,0.000
 , ,22.40E-9,1.800,0.000,1.800,0.000
 , ,22.41E-9,1.800,0.000,1.800,0.000
 , ,22.41E-9,1.800,0.000,1.800,0.000
 , ,22.42E-9,1.800,0.000,1.800,0.000
 , ,22.42E-9,1.800,0.000,1.800,0.000
 , ,22.43E-9,1.800,0.000,1.800,0.000
 , ,22.43E-9,1.800,0.000,1.800,0.000
 , ,22.44E-9,1.800,0.000,1.800,0.000
 , ,22.44E-9,1.800,0.000,1.800,0.000
 , ,22.45E-9,1.800,0.000,1.800,0.000
 , ,22.45E-9,1.800,0.000,1.800,0.000
 , ,22.46E-9,1.800,0.000,1.800,0.000
 , ,22.47E-9,1.800,0.000,1.800,0.000
 , ,22.48E-9,1.800,0.000,1.800,0.000
 , ,22.50E-9,1.800,0.000,1.800,0.000
 , ,22.51E-9,1.800,0.000,1.800,0.000
 , ,22.53E-9,1.800,0.000,1.800,0.000
 , ,22.55E-9,1.800,0.000,1.800,0.000
 , ,22.57E-9,1.800,0.000,1.800,0.000
 , ,22.59E-9,1.800,0.000,1.800,0.000
 , ,22.61E-9,1.800,0.000,1.800,0.000
 , ,22.61E-9,1.800,0.000,1.800,0.000
 , ,22.62E-9,1.800,0.000,1.800,0.000
 , ,22.63E-9,1.800,0.000,1.800,0.000
 , ,22.63E-9,1.800,0.000,1.800,0.000
 , ,22.63E-9,1.800,0.000,1.800,0.000
 , ,22.64E-9,1.800,0.000,1.800,0.000
 , ,22.64E-9,1.800,0.000,1.800,0.000
 , ,22.65E-9,1.800,0.000,1.800,0.000
 , ,22.66E-9,1.800,0.000,1.800,0.000
 , ,22.66E-9,1.800,0.000,1.800,0.000
 , ,22.67E-9,1.800,0.000,1.800,0.000
 , ,22.68E-9,1.800,0.000,1.800,0.000
 , ,22.70E-9,1.800,0.000,1.800,0.000
 , ,22.71E-9,1.800,0.000,1.800,0.000
 , ,22.73E-9,1.800,0.000,1.800,0.000
 , ,22.74E-9,1.800,0.000,1.800,0.000
 , ,22.76E-9,1.800,0.000,1.800,0.000
 , ,22.78E-9,1.800,0.000,1.800,0.000
 , ,22.80E-9,1.800,0.000,1.800,0.000
 , ,22.81E-9,1.800,0.000,1.800,0.000
 , ,22.82E-9,1.800,0.000,1.800,0.000
 , ,22.83E-9,1.800,0.000,1.800,0.000
 , ,22.83E-9,1.800,0.000,1.800,0.000
 , ,22.84E-9,1.800,0.000,1.800,0.000
 , ,22.85E-9,1.800,0.000,1.800,0.000
 , ,22.85E-9,1.800,0.000,1.800,0.000
 , ,22.86E-9,1.800,0.000,1.800,0.000
 , ,22.86E-9,1.800,0.000,1.800,0.000
 , ,22.87E-9,1.800,0.000,1.800,0.000
 , ,22.88E-9,1.800,0.000,1.800,0.000
 , ,22.89E-9,1.800,0.000,1.800,0.000
 , ,22.90E-9,1.800,0.000,1.800,0.000
 , ,22.92E-9,1.800,0.000,1.800,0.000
 , ,22.93E-9,1.800,0.000,1.800,0.000
 , ,22.95E-9,1.800,0.000,1.800,0.000
 , ,22.97E-9,1.800,0.000,1.800,0.000
 , ,23.00E-9,1.800,0.000,1.800,0.000
 , ,23.04E-9,1.800,0.000,1.800,0.000
 , ,23.09E-9,1.800,0.000,1.800,0.000
 , ,23.16E-9,1.800,0.000,1.800,0.000
 , ,23.24E-9,1.800,0.000,1.800,0.000
 , ,23.33E-9,1.800,0.000,1.800,0.000
 , ,23.42E-9,1.800,0.000,1.800,0.000
 , ,23.50E-9,1.800,0.000,1.800,0.000
 , ,23.59E-9,1.800,0.000,1.800,0.000
 , ,23.69E-9,1.800,0.000,1.800,0.000
 , ,23.79E-9,1.800,0.000,1.800,0.000
 , ,23.90E-9,1.800,0.000,1.800,0.000
 , ,24.00E-9,1.800,0.000,1.800,0.000
 , ,24.01E-9,1.800,129.3E-3,1.800,129.3E-3
 , ,24.02E-9,1.800,333.2E-3,1.800,333.2E-3
 , ,24.03E-9,1.800,484.9E-3,1.800,484.9E-3
 , ,24.03E-9,1.800,577.9E-3,1.800,577.9E-3
 , ,24.04E-9,1.800,710.5E-3,1.800,710.5E-3
 , ,24.04E-9,1.800,806.4E-3,1.800,806.4E-3
 , ,24.05E-9,1.800,880.0E-3,1.800,880.0E-3
 , ,24.05E-9,1.800,965.2E-3,1.800,965.2E-3
 , ,24.06E-9,1.800,1.041,1.800,1.041
 , ,24.06E-9,1.800,1.150,1.800,1.150
 , ,24.07E-9,1.800,1.261,1.800,1.261
 , ,24.08E-9,1.800,1.391,1.800,1.391
 , ,24.09E-9,1.800,1.564,1.800,1.564
 , ,24.09E-9,1.800,1.682,1.800,1.682
 , ,24.10E-9,1.800,1.800,1.800,1.800
 , ,24.10E-9,1.758,1.800,1.758,1.800
 , ,24.11E-9,1.698,1.800,1.698,1.800
 , ,24.11E-9,1.641,1.800,1.641,1.800
 , ,24.11E-9,1.562,1.800,1.562,1.800
 , ,24.12E-9,1.464,1.800,1.464,1.800
 , ,24.12E-9,1.360,1.800,1.360,1.800
 , ,24.13E-9,1.258,1.800,1.258,1.800
 , ,24.14E-9,1.139,1.800,1.139,1.800
 , ,24.14E-9,1.009,1.800,1.009,1.800
 , ,24.15E-9,854.5E-3,1.800,854.5E-3,1.800
 , ,24.16E-9,673.0E-3,1.800,673.0E-3,1.800
 , ,24.17E-9,461.3E-3,1.800,461.3E-3,1.800
 , ,24.19E-9,258.0E-3,1.800,258.0E-3,1.800
 , ,24.19E-9,129.0E-3,1.800,129.0E-3,1.800
 , ,24.20E-9,0.000,1.800,0.000,1.800
 , ,24.20E-9,0.000,1.800,0.000,1.800
 , ,24.21E-9,0.000,1.800,0.000,1.800
 , ,24.21E-9,0.000,1.800,0.000,1.800
 , ,24.21E-9,0.000,1.800,0.000,1.800
 , ,24.22E-9,0.000,1.800,0.000,1.800
 , ,24.22E-9,0.000,1.800,0.000,1.800
 , ,24.23E-9,0.000,1.800,0.000,1.800
 , ,24.23E-9,0.000,1.800,0.000,1.800
 , ,24.24E-9,0.000,1.800,0.000,1.800
 , ,24.24E-9,0.000,1.800,0.000,1.800
 , ,24.25E-9,0.000,1.800,0.000,1.800
 , ,24.25E-9,0.000,1.800,0.000,1.800
 , ,24.26E-9,0.000,1.800,0.000,1.800
 , ,24.27E-9,0.000,1.800,0.000,1.800
 , ,24.28E-9,0.000,1.800,0.000,1.800
 , ,24.29E-9,0.000,1.800,0.000,1.800
 , ,24.30E-9,0.000,1.800,0.000,1.800
 , ,24.32E-9,0.000,1.800,0.000,1.800
 , ,24.32E-9,0.000,1.800,0.000,1.800
 , ,24.33E-9,0.000,1.800,0.000,1.800
 , ,24.34E-9,0.000,1.800,0.000,1.800
 , ,24.35E-9,0.000,1.800,0.000,1.800
 , ,24.37E-9,0.000,1.800,0.000,1.800
 , ,24.38E-9,0.000,1.800,0.000,1.800
 , ,24.40E-9,0.000,1.800,0.000,1.800
 , ,24.41E-9,0.000,1.800,0.000,1.800
 , ,24.43E-9,0.000,1.800,0.000,1.800
 , ,24.46E-9,0.000,1.800,0.000,1.800
 , ,24.47E-9,0.000,1.800,0.000,1.800
 , ,24.48E-9,0.000,1.800,0.000,1.800
 , ,24.50E-9,0.000,1.800,0.000,1.800
 , ,24.51E-9,0.000,1.800,0.000,1.800
 , ,24.52E-9,0.000,1.800,0.000,1.800
 , ,24.53E-9,0.000,1.800,0.000,1.800
 , ,24.54E-9,0.000,1.800,0.000,1.800
 , ,24.55E-9,0.000,1.800,0.000,1.800
 , ,24.57E-9,0.000,1.800,0.000,1.800
 , ,24.58E-9,0.000,1.800,0.000,1.800
 , ,24.59E-9,0.000,1.800,0.000,1.800
 , ,24.61E-9,0.000,1.800,0.000,1.800
 , ,24.63E-9,0.000,1.800,0.000,1.800
 , ,24.65E-9,0.000,1.800,0.000,1.800
 , ,24.67E-9,0.000,1.800,0.000,1.800
 , ,24.68E-9,0.000,1.800,0.000,1.800
 , ,24.70E-9,0.000,1.800,0.000,1.800
 , ,24.71E-9,0.000,1.800,0.000,1.800
 , ,24.72E-9,0.000,1.800,0.000,1.800
 , ,24.73E-9,0.000,1.800,0.000,1.800
 , ,24.74E-9,0.000,1.800,0.000,1.800
 , ,24.74E-9,0.000,1.800,0.000,1.800
 , ,24.75E-9,0.000,1.800,0.000,1.800
 , ,24.77E-9,0.000,1.800,0.000,1.800
 , ,24.78E-9,0.000,1.800,0.000,1.800
 , ,24.79E-9,0.000,1.800,0.000,1.800
 , ,24.81E-9,0.000,1.800,0.000,1.800
 , ,24.82E-9,0.000,1.800,0.000,1.800
 , ,24.84E-9,0.000,1.800,0.000,1.800
 , ,24.87E-9,0.000,1.800,0.000,1.800
 , ,24.90E-9,0.000,1.800,0.000,1.800
 , ,24.95E-9,0.000,1.800,0.000,1.800
 , ,25.01E-9,0.000,1.800,0.000,1.800
 , ,25.07E-9,0.000,1.800,0.000,1.800
 , ,25.13E-9,0.000,1.800,0.000,1.800
 , ,25.19E-9,0.000,1.800,0.000,1.800
 , ,25.25E-9,0.000,1.800,0.000,1.800
 , ,25.31E-9,0.000,1.800,0.000,1.800
 , ,25.41E-9,0.000,1.800,0.000,1.800
 , ,25.51E-9,0.000,1.800,0.000,1.800
 , ,25.63E-9,0.000,1.800,0.000,1.800
 , ,25.75E-9,0.000,1.800,0.000,1.800
 , ,25.89E-9,0.000,1.800,0.000,1.800
 , ,26.00E-9,0.000,1.800,0.000,1.800
 , ,26.01E-9,132.8E-3,1.800,132.8E-3,1.800
 , ,26.02E-9,340.4E-3,1.800,340.4E-3,1.800
 , ,26.03E-9,480.7E-3,1.800,480.7E-3,1.800
 , ,26.03E-9,570.4E-3,1.800,570.4E-3,1.800
 , ,26.04E-9,702.4E-3,1.800,702.4E-3,1.800
 , ,26.04E-9,797.6E-3,1.800,797.6E-3,1.800
 , ,26.05E-9,876.8E-3,1.800,876.8E-3,1.800
 , ,26.05E-9,966.3E-3,1.800,966.3E-3,1.800
 , ,26.06E-9,1.042,1.800,1.042,1.800
 , ,26.06E-9,1.148,1.800,1.148,1.800
 , ,26.07E-9,1.259,1.800,1.259,1.800
 , ,26.08E-9,1.387,1.800,1.387,1.800
 , ,26.09E-9,1.560,1.800,1.560,1.800
 , ,26.09E-9,1.680,1.800,1.680,1.800
 , ,26.10E-9,1.800,1.800,1.800,1.800
 , ,26.10E-9,1.800,1.758,1.800,1.758
 , ,26.11E-9,1.800,1.697,1.800,1.697
 , ,26.11E-9,1.800,1.640,1.800,1.640
 , ,26.11E-9,1.800,1.560,1.800,1.560
 , ,26.12E-9,1.800,1.462,1.800,1.462
 , ,26.13E-9,1.800,1.347,1.800,1.347
 , ,26.13E-9,1.800,1.238,1.800,1.238
 , ,26.14E-9,1.800,1.116,1.800,1.116
 , ,26.15E-9,1.800,983.6E-3,1.800,983.6E-3
 , ,26.15E-9,1.800,814.3E-3,1.800,814.3E-3
 , ,26.17E-9,1.800,606.5E-3,1.800,606.5E-3
 , ,26.18E-9,1.800,426.6E-3,1.800,426.6E-3
 , ,26.19E-9,1.800,244.8E-3,1.800,244.8E-3
 , ,26.19E-9,1.800,122.4E-3,1.800,122.4E-3
 , ,26.20E-9,1.800,0.000,1.800,0.000
 , ,26.20E-9,1.800,0.000,1.800,0.000
 , ,26.21E-9,1.800,0.000,1.800,0.000
 , ,26.21E-9,1.800,0.000,1.800,0.000
 , ,26.21E-9,1.800,0.000,1.800,0.000
 , ,26.22E-9,1.800,0.000,1.800,0.000
 , ,26.22E-9,1.800,0.000,1.800,0.000
 , ,26.22E-9,1.800,0.000,1.800,0.000
